european_sales,north_american_sales,aisan_sales,japan_sales,genre,release_year,platform,vg_score,total_shipped,Production Cost
246.0,2.0,198.0,389.0,4.0,9.0,0.0,1.0,292.0,266.0
54.0,142.0,113.0,1.0,5.0,0.0,3.0,23.0,188.0,406.0
261.0,232.0,489.0,216.0,3.0,9.0,8.0,14.0,235.0,542.0
307.0,427.0,543.0,325.0,3.0,9.0,8.0,2.0,98.0,479.0
390.0,257.0,504.0,236.0,7.0,3.0,2.0,7.0,219.0,160.0
56.0,63.0,49.0,4.0,5.0,11.0,5.0,9.0,120.0,150.0
327.0,94.0,683.0,252.0,3.0,11.0,2.0,23.0,12.0,41.0
417.0,115.0,16.0,413.0,6.0,9.0,0.0,3.0,312.0,227.0
461.0,351.0,198.0,0.0,0.0,17.0,6.0,23.0,172.0,341.0
179.0,681.0,99.0,455.0,0.0,3.0,2.0,2.0,300.0,288.0
11.0,10.0,198.0,0.0,5.0,13.0,5.0,23.0,256.0,177.0
0.0,5.0,198.0,415.0,7.0,10.0,0.0,23.0,283.0,387.0
172.0,303.0,286.0,127.0,6.0,8.0,4.0,3.0,256.0,127.0
239.0,343.0,143.0,464.0,0.0,8.0,4.0,14.0,115.0,519.0
324.0,32.0,198.0,191.0,7.0,8.0,0.0,32.0,271.0,38.0
189.0,281.0,591.0,334.0,5.0,5.0,2.0,7.0,40.0,488.0
474.0,423.0,377.0,114.0,5.0,0.0,2.0,35.0,88.0,540.0
0.0,4.0,198.0,91.0,0.0,7.0,0.0,14.0,309.0,60.0
296.0,6.0,198.0,517.0,7.0,9.0,5.0,3.0,312.0,106.0
455.0,464.0,387.0,354.0,6.0,18.0,2.0,23.0,246.0,279.0
499.0,475.0,400.0,153.0,4.0,5.0,2.0,32.0,80.0,371.0
532.0,100.0,230.0,417.0,0.0,6.0,4.0,2.0,331.0,117.0
47.0,74.0,44.0,0.0,5.0,8.0,5.0,34.0,137.0,486.0
507.0,20.0,198.0,399.0,6.0,9.0,0.0,35.0,101.0,334.0
597.0,498.0,15.0,406.0,0.0,10.0,2.0,32.0,233.0,66.0
497.0,207.0,684.0,311.0,0.0,5.0,2.0,2.0,294.0,545.0
626.0,139.0,440.0,348.0,0.0,2.0,2.0,35.0,86.0,59.0
3.0,89.0,16.0,370.0,4.0,6.0,4.0,9.0,276.0,170.0
89.0,196.0,314.0,49.0,2.0,9.0,5.0,33.0,224.0,96.0
8.0,0.0,198.0,351.0,7.0,15.0,6.0,32.0,155.0,93.0
32.0,11.0,198.0,273.0,0.0,9.0,0.0,9.0,349.0,393.0
149.0,299.0,156.0,109.0,5.0,6.0,2.0,14.0,200.0,66.0
431.0,208.0,31.0,539.0,6.0,9.0,0.0,7.0,165.0,299.0
344.0,481.0,480.0,215.0,4.0,14.0,2.0,9.0,335.0,137.0
153.0,120.0,184.0,225.0,0.0,19.0,6.0,9.0,338.0,593.0
9.0,35.0,198.0,5.0,2.0,9.0,5.0,1.0,344.0,294.0
360.0,628.0,600.0,145.0,3.0,11.0,2.0,9.0,199.0,70.0
555.0,676.0,154.0,474.0,0.0,0.0,2.0,14.0,371.0,241.0
680.0,319.0,50.0,287.0,0.0,6.0,2.0,9.0,221.0,99.0
532.0,238.0,198.0,0.0,6.0,8.0,0.0,32.0,86.0,50.0
256.0,133.0,83.0,184.0,7.0,18.0,2.0,32.0,271.0,137.0
556.0,258.0,276.0,322.0,4.0,6.0,4.0,3.0,286.0,211.0
4.0,114.0,29.0,361.0,4.0,5.0,4.0,1.0,191.0,211.0
123.0,187.0,164.0,84.0,7.0,0.0,2.0,2.0,76.0,171.0
92.0,427.0,129.0,178.0,5.0,19.0,9.0,32.0,286.0,39.0
28.0,24.0,198.0,72.0,4.0,9.0,0.0,32.0,222.0,41.0
15.0,14.0,198.0,135.0,7.0,10.0,5.0,32.0,185.0,501.0
596.0,119.0,424.0,533.0,0.0,17.0,2.0,9.0,229.0,461.0
397.0,258.0,198.0,0.0,6.0,8.0,0.0,0.0,152.0,385.0
549.0,94.0,451.0,308.0,0.0,7.0,4.0,9.0,123.0,35.0
0.0,249.0,198.0,318.0,7.0,14.0,5.0,35.0,355.0,31.0
192.0,427.0,506.0,367.0,3.0,10.0,8.0,14.0,244.0,184.0
190.0,363.0,151.0,401.0,0.0,8.0,2.0,0.0,128.0,0.0
247.0,470.0,251.0,291.0,7.0,1.0,3.0,7.0,295.0,236.0
670.0,383.0,499.0,219.0,4.0,3.0,2.0,32.0,330.0,443.0
648.0,548.0,118.0,114.0,2.0,10.0,8.0,32.0,288.0,261.0
384.0,212.0,263.0,307.0,3.0,10.0,2.0,23.0,122.0,485.0
579.0,414.0,209.0,306.0,2.0,4.0,4.0,2.0,149.0,1.0
5.0,7.0,198.0,138.0,5.0,2.0,4.0,0.0,290.0,1.0
380.0,161.0,183.0,59.0,0.0,5.0,4.0,35.0,187.0,235.0
568.0,465.0,354.0,172.0,0.0,2.0,2.0,23.0,165.0,175.0
352.0,445.0,561.0,335.0,0.0,19.0,2.0,32.0,239.0,444.0
1.0,338.0,198.0,272.0,5.0,10.0,2.0,32.0,296.0,234.0
14.0,197.0,138.0,420.0,7.0,10.0,5.0,23.0,155.0,53.0
497.0,422.0,267.0,83.0,4.0,0.0,8.0,35.0,205.0,129.0
38.0,71.0,31.0,156.0,0.0,8.0,5.0,18.0,101.0,76.0
571.0,13.0,198.0,499.0,3.0,6.0,0.0,32.0,315.0,437.0
227.0,329.0,68.0,171.0,6.0,7.0,4.0,2.0,72.0,372.0
280.0,327.0,138.0,554.0,0.0,1.0,4.0,14.0,331.0,151.0
336.0,525.0,602.0,478.0,6.0,9.0,8.0,0.0,157.0,32.0
409.0,228.0,373.0,162.0,1.0,19.0,6.0,35.0,168.0,101.0
463.0,252.0,547.0,499.0,6.0,4.0,4.0,2.0,52.0,106.0
505.0,410.0,255.0,108.0,0.0,9.0,2.0,1.0,259.0,105.0
491.0,328.0,495.0,544.0,7.0,15.0,2.0,35.0,302.0,111.0
126.0,178.0,471.0,386.0,6.0,0.0,2.0,23.0,121.0,380.0
501.0,39.0,198.0,524.0,7.0,10.0,0.0,14.0,117.0,127.0
0.0,8.0,198.0,298.0,3.0,7.0,0.0,7.0,138.0,381.0
432.0,154.0,432.0,200.0,4.0,18.0,2.0,32.0,0.0,588.0
20.0,34.0,198.0,0.0,5.0,8.0,5.0,7.0,162.0,295.0
350.0,157.0,167.0,140.0,4.0,8.0,8.0,9.0,320.0,211.0
94.0,538.0,83.0,39.0,4.0,2.0,4.0,23.0,146.0,131.0
554.0,280.0,198.0,26.0,7.0,0.0,3.0,9.0,275.0,242.0
446.0,344.0,138.0,501.0,5.0,8.0,2.0,0.0,274.0,192.0
1.0,1.0,198.0,143.0,7.0,3.0,4.0,32.0,233.0,339.0
149.0,277.0,577.0,428.0,3.0,8.0,2.0,35.0,326.0,211.0
257.0,10.0,198.0,344.0,6.0,10.0,0.0,35.0,208.0,449.0
552.0,367.0,198.0,0.0,3.0,7.0,0.0,35.0,285.0,593.0
623.0,314.0,265.0,507.0,5.0,18.0,2.0,35.0,114.0,303.0
2.0,32.0,198.0,20.0,6.0,7.0,0.0,23.0,288.0,150.0
155.0,235.0,130.0,436.0,0.0,9.0,0.0,2.0,227.0,298.0
331.0,168.0,126.0,101.0,4.0,11.0,5.0,32.0,97.0,540.0
19.0,25.0,198.0,222.0,3.0,5.0,4.0,14.0,161.0,391.0
21.0,34.0,198.0,203.0,6.0,6.0,5.0,2.0,129.0,0.0
4.0,5.0,198.0,13.0,4.0,0.0,4.0,0.0,329.0,145.0
14.0,18.0,198.0,63.0,2.0,4.0,4.0,35.0,257.0,247.0
21.0,21.0,198.0,127.0,4.0,11.0,5.0,32.0,40.0,65.0
651.0,174.0,96.0,525.0,4.0,6.0,2.0,9.0,157.0,288.0
395.0,9.0,198.0,272.0,6.0,9.0,0.0,35.0,189.0,145.0
311.0,426.0,187.0,236.0,3.0,8.0,2.0,7.0,276.0,21.0
665.0,5.0,198.0,211.0,7.0,10.0,0.0,35.0,226.0,524.0
59.0,77.0,66.0,5.0,7.0,0.0,4.0,3.0,371.0,373.0
195.0,588.0,62.0,529.0,6.0,8.0,8.0,3.0,152.0,211.0
488.0,414.0,59.0,260.0,6.0,0.0,3.0,7.0,257.0,120.0
669.0,220.0,364.0,95.0,0.0,7.0,2.0,35.0,97.0,138.0
475.0,102.0,129.0,191.0,7.0,19.0,2.0,32.0,99.0,43.0
363.0,397.0,614.0,549.0,1.0,19.0,6.0,23.0,156.0,537.0
236.0,470.0,198.0,1.0,6.0,6.0,4.0,0.0,108.0,423.0
484.0,634.0,665.0,511.0,4.0,11.0,2.0,9.0,6.0,534.0
566.0,106.0,198.0,46.0,7.0,4.0,4.0,2.0,261.0,188.0
4.0,336.0,198.0,214.0,3.0,11.0,0.0,14.0,358.0,23.0
18.0,23.0,198.0,551.0,7.0,4.0,4.0,1.0,324.0,129.0
228.0,369.0,571.0,277.0,5.0,2.0,2.0,3.0,341.0,301.0
114.0,631.0,397.0,441.0,6.0,16.0,2.0,23.0,68.0,416.0
539.0,156.0,529.0,495.0,4.0,3.0,3.0,1.0,301.0,59.0
550.0,394.0,502.0,84.0,6.0,3.0,2.0,32.0,246.0,196.0
1.0,1.0,198.0,475.0,0.0,8.0,2.0,35.0,349.0,199.0
407.0,416.0,115.0,162.0,0.0,4.0,2.0,35.0,204.0,2.0
579.0,233.0,105.0,370.0,4.0,0.0,2.0,9.0,257.0,211.0
490.0,0.0,198.0,138.0,3.0,7.0,0.0,23.0,351.0,443.0
9.0,13.0,198.0,115.0,0.0,7.0,5.0,23.0,368.0,346.0
431.0,456.0,528.0,89.0,5.0,10.0,8.0,23.0,186.0,239.0
535.0,412.0,657.0,105.0,0.0,0.0,2.0,14.0,251.0,384.0
565.0,372.0,655.0,150.0,6.0,12.0,2.0,35.0,255.0,328.0
611.0,159.0,198.0,18.0,0.0,8.0,0.0,32.0,181.0,462.0
357.0,465.0,444.0,340.0,3.0,8.0,2.0,1.0,90.0,298.0
544.0,365.0,414.0,293.0,7.0,4.0,2.0,7.0,305.0,130.0
21.0,7.0,198.0,0.0,4.0,18.0,6.0,9.0,268.0,62.0
98.0,291.0,679.0,283.0,6.0,2.0,3.0,32.0,275.0,214.0
25.0,24.0,198.0,168.0,5.0,11.0,2.0,35.0,200.0,92.0
547.0,321.0,226.0,258.0,3.0,15.0,2.0,14.0,341.0,224.0
254.0,138.0,39.0,217.0,7.0,10.0,8.0,32.0,213.0,177.0
194.0,275.0,291.0,298.0,6.0,9.0,0.0,2.0,326.0,211.0
2.0,0.0,198.0,303.0,6.0,6.0,2.0,0.0,85.0,262.0
405.0,364.0,551.0,508.0,0.0,10.0,4.0,9.0,222.0,60.0
137.0,472.0,173.0,217.0,6.0,6.0,2.0,23.0,307.0,145.0
346.0,168.0,379.0,172.0,2.0,7.0,4.0,2.0,241.0,267.0
172.0,557.0,469.0,335.0,7.0,9.0,8.0,0.0,253.0,24.0
11.0,14.0,198.0,199.0,0.0,5.0,4.0,0.0,358.0,70.0
22.0,30.0,198.0,219.0,6.0,8.0,0.0,0.0,289.0,492.0
403.0,427.0,245.0,257.0,3.0,13.0,2.0,32.0,343.0,245.0
413.0,435.0,436.0,363.0,6.0,5.0,2.0,1.0,134.0,47.0
34.0,56.0,3.0,1.0,0.0,9.0,0.0,2.0,82.0,180.0
563.0,94.0,665.0,86.0,0.0,10.0,8.0,14.0,224.0,106.0
317.0,121.0,440.0,362.0,5.0,5.0,2.0,14.0,250.0,68.0
459.0,291.0,103.0,400.0,5.0,4.0,4.0,0.0,253.0,435.0
604.0,5.0,198.0,108.0,3.0,9.0,0.0,14.0,204.0,362.0
269.0,349.0,635.0,92.0,4.0,5.0,2.0,35.0,138.0,269.0
571.0,262.0,550.0,358.0,5.0,8.0,2.0,23.0,238.0,209.0
488.0,215.0,275.0,357.0,5.0,8.0,8.0,35.0,53.0,76.0
460.0,252.0,145.0,255.0,0.0,3.0,3.0,35.0,154.0,137.0
509.0,376.0,396.0,349.0,4.0,8.0,2.0,9.0,299.0,445.0
420.0,118.0,683.0,78.0,0.0,7.0,4.0,14.0,145.0,289.0
24.0,102.0,198.0,498.0,7.0,11.0,5.0,14.0,371.0,425.0
480.0,533.0,328.0,286.0,5.0,6.0,8.0,32.0,344.0,212.0
231.0,182.0,12.0,198.0,3.0,9.0,2.0,23.0,219.0,177.0
3.0,41.0,198.0,246.0,5.0,9.0,0.0,14.0,202.0,0.0
4.0,4.0,198.0,251.0,3.0,11.0,0.0,14.0,146.0,468.0
104.0,394.0,161.0,69.0,4.0,1.0,2.0,14.0,247.0,220.0
3.0,5.0,198.0,325.0,4.0,1.0,3.0,7.0,223.0,321.0
438.0,434.0,18.0,549.0,0.0,11.0,0.0,32.0,55.0,75.0
7.0,9.0,198.0,378.0,6.0,5.0,4.0,7.0,121.0,519.0
0.0,3.0,198.0,327.0,0.0,8.0,0.0,6.0,300.0,1.0
3.0,4.0,198.0,440.0,6.0,4.0,4.0,7.0,254.0,561.0
100.0,22.0,51.0,400.0,2.0,1.0,3.0,2.0,206.0,476.0
402.0,406.0,270.0,317.0,5.0,15.0,2.0,9.0,148.0,316.0
102.0,100.0,521.0,451.0,7.0,6.0,2.0,7.0,184.0,229.0
6.0,8.0,198.0,330.0,5.0,5.0,4.0,3.0,233.0,361.0
2.0,411.0,198.0,441.0,0.0,9.0,2.0,7.0,137.0,86.0
299.0,183.0,589.0,258.0,6.0,9.0,2.0,3.0,308.0,229.0
98.0,3.0,198.0,341.0,7.0,6.0,0.0,0.0,210.0,286.0
596.0,4.0,198.0,220.0,6.0,10.0,0.0,9.0,112.0,263.0
278.0,466.0,415.0,157.0,3.0,10.0,2.0,35.0,337.0,74.0
121.0,357.0,620.0,449.0,0.0,5.0,2.0,1.0,266.0,62.0
445.0,322.0,198.0,9.0,7.0,2.0,4.0,9.0,113.0,384.0
218.0,440.0,585.0,203.0,0.0,16.0,2.0,14.0,14.0,150.0
4.0,3.0,198.0,146.0,6.0,11.0,2.0,23.0,224.0,371.0
13.0,16.0,198.0,393.0,7.0,5.0,4.0,0.0,268.0,181.0
159.0,248.0,220.0,443.0,4.0,4.0,2.0,0.0,350.0,146.0
168.0,403.0,338.0,203.0,3.0,8.0,2.0,3.0,345.0,115.0
19.0,6.0,198.0,80.0,4.0,12.0,5.0,32.0,284.0,45.0
650.0,406.0,410.0,323.0,7.0,0.0,2.0,0.0,238.0,211.0
414.0,291.0,85.0,117.0,7.0,0.0,2.0,2.0,345.0,375.0
148.0,27.0,198.0,502.0,7.0,8.0,5.0,23.0,270.0,238.0
24.0,55.0,198.0,140.0,5.0,8.0,0.0,14.0,98.0,177.0
7.0,206.0,155.0,406.0,7.0,7.0,4.0,3.0,213.0,21.0
270.0,260.0,173.0,452.0,5.0,7.0,2.0,2.0,222.0,354.0
542.0,284.0,679.0,96.0,2.0,12.0,5.0,23.0,41.0,73.0
522.0,436.0,555.0,203.0,7.0,19.0,2.0,14.0,173.0,251.0
671.0,438.0,402.0,208.0,0.0,7.0,2.0,7.0,239.0,432.0
265.0,224.0,30.0,247.0,4.0,19.0,6.0,23.0,158.0,130.0
3.0,426.0,198.0,499.0,3.0,11.0,0.0,23.0,336.0,465.0
586.0,661.0,589.0,361.0,3.0,1.0,2.0,7.0,226.0,180.0
663.0,652.0,596.0,452.0,2.0,10.0,2.0,9.0,298.0,481.0
371.0,417.0,279.0,95.0,4.0,7.0,2.0,32.0,173.0,455.0
76.0,42.0,48.0,387.0,0.0,6.0,0.0,23.0,187.0,499.0
439.0,441.0,264.0,123.0,0.0,11.0,8.0,14.0,76.0,121.0
445.0,686.0,320.0,344.0,6.0,0.0,3.0,14.0,252.0,354.0
474.0,310.0,266.0,219.0,4.0,1.0,3.0,7.0,337.0,87.0
581.0,428.0,650.0,493.0,4.0,6.0,4.0,7.0,238.0,388.0
128.0,236.0,219.0,241.0,0.0,0.0,2.0,35.0,82.0,216.0
2.0,532.0,198.0,95.0,5.0,9.0,2.0,3.0,236.0,456.0
12.0,15.0,198.0,512.0,4.0,1.0,4.0,32.0,263.0,27.0
150.0,159.0,226.0,389.0,0.0,11.0,2.0,32.0,286.0,364.0
640.0,462.0,316.0,114.0,4.0,7.0,4.0,7.0,152.0,145.0
300.0,419.0,505.0,80.0,6.0,9.0,2.0,35.0,205.0,415.0
295.0,263.0,317.0,270.0,4.0,7.0,2.0,7.0,110.0,275.0
251.0,192.0,522.0,316.0,7.0,0.0,3.0,3.0,186.0,215.0
545.0,24.0,198.0,30.0,3.0,6.0,0.0,9.0,144.0,21.0
515.0,518.0,111.0,533.0,4.0,3.0,4.0,1.0,272.0,434.0
672.0,479.0,571.0,254.0,6.0,2.0,2.0,7.0,200.0,377.0
186.0,198.0,138.0,312.0,0.0,4.0,2.0,23.0,261.0,38.0
92.0,242.0,198.0,0.0,0.0,9.0,4.0,1.0,366.0,1.0
229.0,690.0,51.0,267.0,6.0,1.0,1.0,1.0,319.0,357.0
1.0,434.0,198.0,409.0,0.0,8.0,2.0,9.0,274.0,616.0
663.0,385.0,435.0,299.0,5.0,9.0,8.0,3.0,299.0,109.0
232.0,110.0,188.0,264.0,7.0,4.0,4.0,35.0,184.0,200.0
574.0,369.0,310.0,382.0,4.0,4.0,4.0,9.0,323.0,427.0
189.0,262.0,505.0,213.0,7.0,2.0,4.0,1.0,371.0,180.0
286.0,527.0,33.0,351.0,0.0,12.0,2.0,23.0,2.0,566.0
11.0,65.0,198.0,3.0,5.0,11.0,5.0,32.0,278.0,119.0
561.0,662.0,69.0,270.0,7.0,0.0,3.0,0.0,174.0,14.0
338.0,649.0,285.0,184.0,6.0,8.0,0.0,35.0,342.0,353.0
183.0,342.0,66.0,523.0,0.0,6.0,0.0,14.0,230.0,263.0
114.0,269.0,471.0,510.0,5.0,2.0,3.0,1.0,218.0,25.0
0.0,45.0,198.0,135.0,6.0,7.0,0.0,0.0,173.0,35.0
501.0,720.0,655.0,493.0,0.0,7.0,2.0,2.0,63.0,523.0
0.0,27.0,198.0,2.0,3.0,7.0,0.0,9.0,359.0,71.0
99.0,124.0,150.0,73.0,0.0,3.0,2.0,32.0,354.0,519.0
635.0,150.0,239.0,126.0,0.0,11.0,2.0,14.0,106.0,490.0
355.0,19.0,198.0,143.0,5.0,7.0,0.0,3.0,223.0,197.0
22.0,29.0,198.0,0.0,7.0,6.0,5.0,32.0,369.0,364.0
264.0,388.0,198.0,3.0,0.0,6.0,4.0,35.0,364.0,391.0
350.0,269.0,50.0,136.0,5.0,9.0,2.0,9.0,225.0,450.0
5.0,254.0,198.0,162.0,2.0,16.0,2.0,9.0,226.0,113.0
2.0,3.0,198.0,132.0,5.0,2.0,4.0,7.0,86.0,240.0
1.0,0.0,198.0,215.0,3.0,11.0,0.0,14.0,179.0,26.0
602.0,294.0,122.0,454.0,3.0,8.0,0.0,7.0,313.0,262.0
590.0,416.0,623.0,447.0,0.0,6.0,2.0,23.0,266.0,269.0
622.0,198.0,248.0,200.0,2.0,0.0,3.0,3.0,104.0,417.0
0.0,380.0,198.0,471.0,5.0,5.0,2.0,35.0,87.0,203.0
22.0,29.0,198.0,390.0,5.0,2.0,4.0,23.0,230.0,491.0
269.0,345.0,448.0,110.0,2.0,9.0,8.0,14.0,273.0,552.0
173.0,489.0,491.0,137.0,3.0,9.0,8.0,2.0,158.0,261.0
361.0,615.0,635.0,78.0,5.0,0.0,2.0,35.0,311.0,500.0
501.0,245.0,198.0,10.0,0.0,6.0,4.0,35.0,127.0,290.0
385.0,94.0,198.0,261.0,6.0,4.0,2.0,2.0,277.0,95.0
376.0,180.0,397.0,417.0,4.0,2.0,2.0,0.0,285.0,250.0
1.0,2.0,198.0,260.0,7.0,0.0,3.0,32.0,141.0,2.0
556.0,565.0,600.0,279.0,6.0,14.0,2.0,23.0,98.0,170.0
200.0,0.0,198.0,292.0,7.0,8.0,0.0,7.0,207.0,194.0
292.0,385.0,286.0,403.0,0.0,11.0,8.0,32.0,139.0,143.0
256.0,183.0,246.0,332.0,2.0,7.0,8.0,23.0,235.0,499.0
504.0,465.0,185.0,224.0,7.0,3.0,2.0,1.0,225.0,582.0
139.0,468.0,198.0,0.0,0.0,8.0,0.0,7.0,185.0,532.0
163.0,120.0,535.0,510.0,0.0,7.0,0.0,32.0,99.0,441.0
238.0,128.0,340.0,275.0,5.0,18.0,8.0,9.0,344.0,298.0
9.0,5.0,198.0,103.0,0.0,10.0,0.0,9.0,174.0,244.0
378.0,325.0,447.0,198.0,5.0,0.0,2.0,0.0,285.0,1.0
3.0,5.0,198.0,155.0,4.0,3.0,4.0,0.0,289.0,316.0
284.0,322.0,175.0,276.0,3.0,9.0,8.0,3.0,360.0,509.0
341.0,227.0,477.0,72.0,3.0,16.0,2.0,32.0,5.0,240.0
156.0,396.0,265.0,107.0,5.0,5.0,2.0,9.0,269.0,529.0
467.0,221.0,198.0,0.0,0.0,6.0,4.0,0.0,370.0,109.0
10.0,17.0,198.0,195.0,7.0,9.0,0.0,35.0,213.0,254.0
670.0,304.0,472.0,167.0,2.0,16.0,2.0,32.0,261.0,435.0
225.0,559.0,190.0,549.0,5.0,14.0,2.0,14.0,131.0,338.0
1.0,63.0,198.0,526.0,2.0,5.0,4.0,7.0,228.0,503.0
158.0,436.0,388.0,390.0,5.0,8.0,8.0,3.0,135.0,167.0
519.0,102.0,452.0,492.0,3.0,10.0,2.0,23.0,288.0,220.0
295.0,205.0,254.0,501.0,5.0,4.0,2.0,32.0,325.0,84.0
56.0,39.0,16.0,103.0,7.0,14.0,6.0,14.0,302.0,348.0
222.0,320.0,441.0,345.0,6.0,9.0,0.0,9.0,239.0,400.0
151.0,424.0,653.0,179.0,4.0,7.0,8.0,9.0,336.0,79.0
457.0,364.0,343.0,241.0,6.0,12.0,2.0,32.0,10.0,350.0
354.0,449.0,434.0,68.0,5.0,12.0,2.0,9.0,203.0,303.0
148.0,479.0,609.0,508.0,6.0,15.0,6.0,23.0,182.0,2.0
119.0,98.0,611.0,453.0,6.0,18.0,6.0,23.0,136.0,92.0
612.0,356.0,34.0,546.0,7.0,7.0,4.0,14.0,196.0,205.0
4.0,6.0,198.0,284.0,2.0,9.0,2.0,3.0,174.0,349.0
3.0,3.0,198.0,67.0,5.0,5.0,4.0,9.0,297.0,476.0
582.0,93.0,415.0,235.0,3.0,10.0,8.0,14.0,336.0,234.0
322.0,3.0,198.0,211.0,6.0,9.0,0.0,7.0,240.0,381.0
323.0,164.0,100.0,194.0,3.0,8.0,8.0,0.0,315.0,595.0
14.0,185.0,125.0,263.0,7.0,11.0,5.0,9.0,133.0,413.0
375.0,480.0,113.0,350.0,3.0,7.0,8.0,0.0,86.0,492.0
329.0,82.0,198.0,531.0,7.0,12.0,5.0,9.0,147.0,292.0
120.0,650.0,156.0,170.0,6.0,8.0,2.0,0.0,207.0,387.0
16.0,21.0,198.0,483.0,0.0,4.0,4.0,2.0,219.0,538.0
212.0,162.0,77.0,354.0,6.0,7.0,0.0,3.0,265.0,420.0
554.0,0.0,198.0,450.0,4.0,18.0,6.0,32.0,90.0,204.0
134.0,123.0,262.0,26.0,5.0,13.0,5.0,23.0,256.0,510.0
301.0,351.0,156.0,131.0,0.0,3.0,4.0,7.0,147.0,534.0
643.0,158.0,237.0,254.0,0.0,3.0,2.0,32.0,135.0,285.0
1.0,58.0,198.0,0.0,7.0,7.0,4.0,0.0,333.0,81.0
0.0,3.0,198.0,2.0,2.0,17.0,6.0,14.0,107.0,211.0
443.0,12.0,198.0,212.0,0.0,7.0,4.0,14.0,208.0,359.0
20.0,182.0,198.0,4.0,2.0,15.0,6.0,23.0,371.0,360.0
458.0,227.0,533.0,499.0,3.0,5.0,2.0,32.0,147.0,451.0
440.0,425.0,69.0,344.0,0.0,10.0,2.0,14.0,272.0,314.0
543.0,173.0,491.0,186.0,3.0,7.0,2.0,7.0,186.0,24.0
0.0,13.0,198.0,165.0,7.0,8.0,0.0,2.0,241.0,329.0
637.0,315.0,198.0,7.0,7.0,9.0,4.0,32.0,250.0,279.0
681.0,289.0,130.0,514.0,3.0,9.0,2.0,7.0,163.0,244.0
7.0,16.0,198.0,11.0,0.0,11.0,0.0,9.0,207.0,121.0
679.0,346.0,348.0,544.0,6.0,12.0,5.0,9.0,170.0,47.0
13.0,8.0,198.0,450.0,6.0,8.0,0.0,14.0,96.0,182.0
626.0,374.0,296.0,392.0,7.0,3.0,4.0,35.0,365.0,203.0
543.0,92.0,276.0,536.0,6.0,9.0,0.0,3.0,206.0,489.0
95.0,348.0,72.0,430.0,0.0,8.0,2.0,32.0,88.0,457.0
151.0,316.0,671.0,202.0,3.0,2.0,4.0,2.0,53.0,247.0
432.0,98.0,555.0,365.0,0.0,7.0,2.0,2.0,285.0,554.0
0.0,310.0,198.0,406.0,6.0,1.0,2.0,1.0,278.0,207.0
611.0,263.0,84.0,257.0,4.0,3.0,3.0,35.0,346.0,179.0
621.0,309.0,198.0,265.0,7.0,8.0,5.0,0.0,371.0,352.0
385.0,307.0,322.0,468.0,0.0,9.0,2.0,35.0,352.0,224.0
209.0,165.0,669.0,528.0,6.0,9.0,1.0,7.0,324.0,182.0
190.0,279.0,524.0,353.0,7.0,5.0,4.0,14.0,133.0,92.0
435.0,162.0,369.0,69.0,6.0,8.0,0.0,9.0,337.0,250.0
46.0,69.0,25.0,354.0,7.0,0.0,3.0,14.0,166.0,160.0
205.0,398.0,362.0,181.0,4.0,1.0,2.0,2.0,307.0,98.0
495.0,105.0,198.0,0.0,7.0,8.0,5.0,14.0,228.0,242.0
351.0,413.0,645.0,504.0,5.0,16.0,2.0,9.0,204.0,267.0
143.0,292.0,652.0,347.0,0.0,10.0,4.0,9.0,158.0,436.0
274.0,333.0,493.0,102.0,3.0,15.0,2.0,14.0,6.0,248.0
378.0,634.0,126.0,211.0,0.0,1.0,2.0,35.0,211.0,81.0
419.0,428.0,483.0,320.0,7.0,9.0,2.0,32.0,277.0,197.0
168.0,230.0,377.0,164.0,7.0,15.0,1.0,14.0,104.0,324.0
513.0,5.0,198.0,367.0,0.0,17.0,6.0,23.0,370.0,113.0
212.0,142.0,354.0,153.0,6.0,11.0,2.0,14.0,267.0,279.0
423.0,107.0,526.0,424.0,6.0,5.0,2.0,1.0,216.0,195.0
530.0,380.0,652.0,426.0,5.0,2.0,2.0,7.0,190.0,267.0
341.0,339.0,354.0,314.0,0.0,19.0,2.0,14.0,222.0,98.0
163.0,305.0,21.0,197.0,5.0,4.0,2.0,7.0,28.0,378.0
625.0,16.0,198.0,231.0,7.0,10.0,5.0,23.0,292.0,196.0
684.0,412.0,551.0,348.0,3.0,8.0,8.0,0.0,199.0,472.0
574.0,138.0,620.0,131.0,5.0,10.0,8.0,32.0,312.0,540.0
342.0,401.0,198.0,1.0,0.0,9.0,4.0,0.0,221.0,344.0
1.0,557.0,198.0,493.0,3.0,10.0,2.0,23.0,306.0,396.0
9.0,12.0,198.0,529.0,4.0,7.0,4.0,3.0,131.0,328.0
476.0,283.0,661.0,108.0,2.0,5.0,2.0,3.0,114.0,269.0
292.0,116.0,595.0,423.0,6.0,1.0,3.0,7.0,237.0,149.0
6.0,10.0,198.0,257.0,0.0,14.0,6.0,32.0,213.0,242.0
629.0,263.0,198.0,10.0,7.0,8.0,5.0,1.0,134.0,583.0
621.0,318.0,77.0,451.0,0.0,11.0,2.0,23.0,144.0,48.0
343.0,446.0,378.0,337.0,0.0,6.0,2.0,2.0,226.0,240.0
84.0,247.0,537.0,438.0,5.0,1.0,2.0,2.0,40.0,577.0
7.0,11.0,198.0,391.0,2.0,0.0,3.0,35.0,251.0,281.0
329.0,406.0,261.0,280.0,7.0,4.0,2.0,0.0,195.0,123.0
